city,city_ascii,lat,lng,country,iso2,iso3,capital,admin_name,population,id
Bom Princípio,Bom Principio,-29.4889,-51.3528,Brazil,BR,BRA,Rio Grande do Sul,,11789.0,1076325363
Turvo,Turvo,-28.9258,-49.6789,Brazil,BR,BRA,Santa Catarina,,11854.0,1076843922
Ibirá,Ibira,-21.08,-49.2408,Brazil,BR,BRA,São Paulo,,11861.0,1076713231
Rio Paranaíba,Rio Paranaiba,-19.1939,-46.2469,Brazil,BR,BRA,Minas Gerais,,11885.0,1076417535
Berilo,Berilo,-16.9519,-42.4658,Brazil,BR,BRA,Minas Gerais,,11872.0,1076515004
Jataìzinho,Jataizinho,-23.2539,-50.98,Brazil,BR,BRA,Paraná,,11875.0,1076526726
Itanhomi,Itanhomi,-19.1719,-41.865,Brazil,BR,BRA,Minas Gerais,,11856.0,1076366095
Iacanga,Iacanga,-21.89,-49.0247,Brazil,BR,BRA,São Paulo,,11858.0,1076775071
Santa Cruz da Baixa Verde,Santa Cruz da Baixa Verde,-7.8208,-38.1528,Brazil,BR,BRA,Pernambuco,,11768.0,1076924268
Carmo da Cachoeira,Carmo da Cachoeira,-21.4608,-45.2239,Brazil,BR,BRA,Minas Gerais,,11836.0,1076799128
Seringueiras,Seringueiras,-11.7981,-63.0311,Brazil,BR,BRA,Rondônia,,11851.0,1076017164
Macajuba,Macajuba,-12.1358,-40.36,Brazil,BR,BRA,Bahia,,11837.0,1076763287
Lebon Régis,Lebon Regis,-26.9289,-50.695,Brazil,BR,BRA,Santa Catarina,,11838.0,1076117797
Bocaina,Bocaina,-22.1361,-48.5181,Brazil,BR,BRA,São Paulo,,11810.0,1076989834
Olivença,Olivenca,-9.5186,-37.1906,Brazil,BR,BRA,Alagoas,,11772.0,1076408524
Paraíso do Norte,Paraiso do Norte,-23.2808,-52.6019,Brazil,BR,BRA,Paraná,,11772.0,1076269054
Itaipé,Itaipe,-17.4019,-41.6689,Brazil,BR,BRA,Minas Gerais,,11798.0,1076171183
Carnaubeira da Penha,Carnaubeira da Penha,-8.3219,-38.7439,Brazil,BR,BRA,Pernambuco,,11782.0,1076499584
Iguaraci,Iguaraci,-7.835,-37.515,Brazil,BR,BRA,Pernambuco,,11779.0,1076060839
Irupi,Irupi,-20.345,-41.6408,Brazil,BR,BRA,Espírito Santo,,11723.0,1076291312
Riolândia,Riolandia,-19.99,-49.6808,Brazil,BR,BRA,São Paulo,,11766.0,1076627058
Sítio do Quinto,Sitio do Quinto,-10.35,-38.2169,Brazil,BR,BRA,Bahia,,11767.0,1076768739
Imaculada,Imaculada,-7.39,-37.5089,Brazil,BR,BRA,Paraíba,,11749.0,1076375786
Campo Alegre,Campo Alegre,-26.1928,-49.2658,Brazil,BR,BRA,Santa Catarina,,11748.0,1076640539
Arataca,Arataca,-15.2628,-39.4139,Brazil,BR,BRA,Bahia,,11737.0,1076983532
Brejinho,Brejinho,-6.1908,-35.3569,Brazil,BR,BRA,Rio Grande do Norte,,11577.0,1076511554
São João do Manhuaçu,Sao Joao do Manhuacu,-20.3939,-42.1508,Brazil,BR,BRA,Minas Gerais,,11674.0,1076278406
Colares,Colares,-0.9369,-48.2819,Brazil,BR,BRA,Pará,,11721.0,1076075646
Pimenteiras,Pimenteiras,-6.245,-41.4189,Brazil,BR,BRA,Piauí,,11733.0,1076933547
Bonito de Santa Fé,Bonito de Santa Fe,-7.3128,-38.515,Brazil,BR,BRA,Paraíba,,11684.0,1076000831
Missões,Missoes,-14.8839,-44.0908,Brazil,BR,BRA,Minas Gerais,,11715.0,1076497793
Querência do Norte,Querencia do Norte,-23.0839,-53.4839,Brazil,BR,BRA,Paraná,,11729.0,1076782495
Conceição do Castelo,Conceicao do Castelo,-20.3678,-41.2439,Brazil,BR,BRA,Espírito Santo,,11681.0,1076739978
Pacoti,Pacoti,-4.225,-38.9228,Brazil,BR,BRA,Ceará,,11607.0,1076844973
Nossa Senhora dos Milagres,Nossa Senhora dos Milagres,-12.87,-39.8589,Brazil,BR,BRA,Bahia,,11659.0,1076012226
Ubaí,Ubai,-16.285,-44.7778,Brazil,BR,BRA,Minas Gerais,,11681.0,1076943170
Gouvêa,Gouvea,-18.4539,-43.7408,Brazil,BR,BRA,Minas Gerais,,11681.0,1076858682
Guaiçara,Guaicara,-21.6219,-49.7986,Brazil,BR,BRA,São Paulo,,11633.0,1076186233
Capela de Santana,Capela de Santana,-29.7,-51.325,Brazil,BR,BRA,Rio Grande do Sul,,11612.0,1076636417
Fortaleza dos Nogueiras,Fortaleza dos Nogueiras,-6.9639,-46.1769,Brazil,BR,BRA,Maranhão,,11646.0,1076248622
Jaqueira,Jaqueira,-8.7269,-35.7928,Brazil,BR,BRA,Pernambuco,,11501.0,1076486587
Quebrangulo,Quebrangulo,-9.3189,-36.4708,Brazil,BR,BRA,Alagoas,,11592.0,1076029239
Santo Antônio do Jacinto,Santo Antonio do Jacinto,-16.5339,-40.1758,Brazil,BR,BRA,Minas Gerais,,11604.0,1076580986
Firminópolis,Firminopolis,-16.5819,-50.305,Brazil,BR,BRA,Goiás,,11580.0,1076315971
Ouro Branco,Ouro Branco,-9.1667,-37.3567,Brazil,BR,BRA,Alagoas,,11535.0,1076943029
Angicos,Angicos,-5.6658,-36.6008,Brazil,BR,BRA,Rio Grande do Norte,,11549.0,1076687770
Estiva Gerbi,Estiva Gerbi,-22.2708,-46.945,Brazil,BR,BRA,São Paulo,,11407.0,1076001518
Ferreiros,Ferreiros,-7.4478,-35.2439,Brazil,BR,BRA,Pernambuco,,11430.0,1076407638
Maurilândia,Maurilandia,-17.9708,-50.3389,Brazil,BR,BRA,Goiás,,11521.0,1076850976
Pedro Afonso,Pedro Afonso,-8.9678,-48.175,Brazil,BR,BRA,Tocantins,,11539.0,1076140514
Alto Garças,Alto Garcas,-16.9439,-53.5278,Brazil,BR,BRA,Mato Grosso,,11532.0,1076413625
Sebastião Laranjeiras,Sebastiao Laranjeiras,-14.5728,-42.94,Brazil,BR,BRA,Bahia,,11528.0,1076277213
Chorrochó,Chorrocho,-8.98,-39.0939,Brazil,BR,BRA,Bahia,,11522.0,1076318650
Areal,Areal,-22.2308,-43.1058,Brazil,BR,BRA,Rio de Janeiro,,11423.0,1076449923
Pirangi,Pirangi,-21.0914,-48.6578,Brazil,BR,BRA,São Paulo,,11471.0,1076411878
Ilicínia,Ilicinia,-20.9358,-45.8328,Brazil,BR,BRA,Minas Gerais,,11488.0,1076436204
Campo do Meio,Campo do Meio,-21.1069,-45.83,Brazil,BR,BRA,Minas Gerais,,11476.0,1076591121
Belém de Maria,Belem de Maria,-8.6139,-35.8089,Brazil,BR,BRA,Pernambuco,,11353.0,1076406232
Lençóis,Lencois,-12.5628,-41.39,Brazil,BR,BRA,Bahia,,11499.0,1076448489
Divinolândia,Divinolandia,-21.6614,-46.7392,Brazil,BR,BRA,São Paulo,,11492.0,1076108804
Buriti do Tocantins,Buriti do Tocantins,-5.3158,-48.2289,Brazil,BR,BRA,Tocantins,,11497.0,1076608745
Muquém de São Francisco,Muquem de Sao Francisco,-12.065,-43.5489,Brazil,BR,BRA,Bahia,,11495.0,1076874616
Tibau do Sul,Tibau do Sul,-6.1869,-35.0919,Brazil,BR,BRA,Rio Grande do Norte,,11385.0,1076052971
Bom Retiro do Sul,Bom Retiro do Sul,-29.6089,-51.9428,Brazil,BR,BRA,Rio Grande do Sul,,11472.0,1076743801
Xambioá,Xambioa,-6.4108,-48.5358,Brazil,BR,BRA,Tocantins,,11484.0,1076712619
Senador José Porfírio,Senador Jose Porfirio,-2.5908,-51.9539,Brazil,BR,BRA,Pará,,11480.0,1076927410
Antônio Carlos,Antonio Carlos,-21.3178,-43.7469,Brazil,BR,BRA,Minas Gerais,,11459.0,1076945729
Sales Oliveira,Sales Oliveira,-20.7719,-47.8378,Brazil,BR,BRA,São Paulo,,11438.0,1076954861
Axixá,Axixa,-2.8369,-44.0528,Brazil,BR,BRA,Maranhão,,11407.0,1076829101
Fagundes,Fagundes,-7.355,-35.775,Brazil,BR,BRA,Paraíba,,11378.0,1076611174
Pedro de Toledo,Pedro de Toledo,-24.275,-47.2328,Brazil,BR,BRA,São Paulo,,11421.0,1076725526
Aratuba,Aratuba,-4.4178,-39.045,Brazil,BR,BRA,Ceará,,11358.0,1076986261
Barbosa Ferraz,Barbosa Ferraz,-24.03,-52.0119,Brazil,BR,BRA,Paraná,,11426.0,1076936021
Gentio do Ouro,Gentio do Ouro,-11.4289,-42.5058,Brazil,BR,BRA,Bahia,,11423.0,1076957913
Teixeiras,Teixeiras,-20.6508,-42.8569,Brazil,BR,BRA,Minas Gerais,,11355.0,1076235802
Gararu,Gararu,-9.9678,-37.0828,Brazil,BR,BRA,Sergipe,,11405.0,1076493938
Abaiara,Abaiara,-7.3589,-39.0458,Brazil,BR,BRA,Ceará,,11357.0,1076855645
Sào Amaro das Brotas,Sao Amaro das Brotas,-10.7889,-37.0539,Brazil,BR,BRA,Sergipe,,11410.0,1076944361
Alcântaras,Alcantaras,-3.5889,-40.5458,Brazil,BR,BRA,Ceará,,11321.0,1076451406
Loreto,Loreto,-7.0839,-45.1408,Brazil,BR,BRA,Maranhão,,11390.0,1076606778
Rio Novo do Sul,Rio Novo do Sul,-20.8628,-40.9358,Brazil,BR,BRA,Espírito Santo,,11325.0,1076704645
Canápolis,Canapolis,-18.725,-49.2039,Brazil,BR,BRA,Minas Gerais,,11365.0,1076393756
Anguera,Anguera,-12.1508,-39.2458,Brazil,BR,BRA,Bahia,,11299.0,1076371301
Passa e Fica,Passa e Fica,-6.4358,-35.6428,Brazil,BR,BRA,Rio Grande do Norte,,11100.0,1076772213
Ibicuitinga,Ibicuitinga,-4.9739,-38.6389,Brazil,BR,BRA,Ceará,,11335.0,1076229272
Ipaporanga,Ipaporanga,-4.9,-40.7589,Brazil,BR,BRA,Ceará,,11343.0,1076064095
Santa Juliana,Santa Juliana,-19.3089,-47.5242,Brazil,BR,BRA,Minas Gerais,,11337.0,1076023766
Aramari,Aramari,-12.0819,-38.4989,Brazil,BR,BRA,Bahia,,11314.0,1076419500
Floresta Azul,Floresta Azul,-14.86,-39.66,Brazil,BR,BRA,Bahia,,11313.0,1076945330
Montanhas,Montanhas,-6.4858,-35.2878,Brazil,BR,BRA,Rio Grande do Norte,,11208.0,1076024908
Iuiú,Iuiu,-14.4139,-43.5539,Brazil,BR,BRA,Bahia,,11331.0,1076770021
Paramoti,Paramoti,-4.0969,-39.2389,Brazil,BR,BRA,Ceará,,11308.0,1076701260
Balsa Nova,Balsa Nova,-25.5839,-49.6358,Brazil,BR,BRA,Paraná,,11300.0,1076602507
Bom Jesus,Bom Jesus,-28.6678,-50.4169,Brazil,BR,BRA,Rio Grande do Sul,,11309.0,1076493056
Nhandeara,Nhandeara,-20.6939,-50.0378,Brazil,BR,BRA,São Paulo,,11303.0,1076817297
Imbaú,Imbau,-24.445,-50.7608,Brazil,BR,BRA,Paraná,,11274.0,1076254524
Cristais,Cristais,-20.8758,-45.5189,Brazil,BR,BRA,Minas Gerais,,11286.0,1076250590
Getulina,Getulina,-21.7986,-49.9286,Brazil,BR,BRA,São Paulo,,11287.0,1076426209
Poção,Pocao,-8.1858,-36.705,Brazil,BR,BRA,Pernambuco,,11242.0,1076278807
Areiópolis,Areiopolis,-22.6681,-48.665,Brazil,BR,BRA,São Paulo,,11158.0,1076875790
Uropá,Uropa,-11.1406,-62.3608,Brazil,BR,BRA,Rondônia,,11272.0,1076856574
Uraí,Urai,-23.1978,-50.7958,Brazil,BR,BRA,Paraná,,11273.0,1076009202
Piên,Pien,-26.0978,-49.4289,Brazil,BR,BRA,Paraná,,11236.0,1076583722
Maraial,Maraial,-8.8028,-35.8289,Brazil,BR,BRA,Pernambuco,,11220.0,1076038461
São Domingos,Sao Domingos,-13.3978,-46.3178,Brazil,BR,BRA,Goiás,,11272.0,1076319800
Edéia,Edeia,-17.3389,-49.9308,Brazil,BR,BRA,Goiás,,11266.0,1076066085
Nova Laranjeiras,Nova Laranjeiras,-25.3069,-52.5408,Brazil,BR,BRA,Paraná,,11241.0,1076553896
Inhangapi,Inhangapi,-1.43,-47.9169,Brazil,BR,BRA,Pará,,11224.0,1076688647
Bataiporã,Bataipora,-22.295,-53.2708,Brazil,BR,BRA,Mato Grosso do Sul,,11228.0,1076881437
Ibiraçu,Ibiracu,-19.8319,-40.37,Brazil,BR,BRA,Espírito Santo,,11178.0,1076949374
Dois Riachos,Dois Riachos,-9.3928,-37.1008,Brazil,BR,BRA,Alagoas,,11214.0,1076407140
Jardim Alegre,Jardim Alegre,-24.1789,-51.6919,Brazil,BR,BRA,Paraná,,11196.0,1076799071
São Félix do Araguaia,Sao Felix do Araguaia,-11.6169,-50.6689,Brazil,BR,BRA,Mato Grosso,,11209.0,1076329274
Santa Inês,Santa Ines,-13.2938,-39.8655,Brazil,BR,BRA,Bahia,,11177.0,1076978207
Bernardino de Campos,Bernardino de Campos,-23.0167,-49.4833,Brazil,BR,BRA,São Paulo,,11157.0,1076528578
Barros Cassal,Barros Cassal,-29.0928,-52.5828,Brazil,BR,BRA,Rio Grande do Sul,,11133.0,1076089554
Marilândia,Marilandia,-19.4128,-40.5419,Brazil,BR,BRA,Espírito Santo,,11107.0,1076343904
São Jerônimo da Serra,Sao Jeronimo da Serra,-23.7278,-50.7408,Brazil,BR,BRA,Paraná,,11128.0,1076606884
Fronteiras,Fronteiras,-7.0878,-40.6158,Brazil,BR,BRA,Piauí,,11117.0,1076000188
Itainópolis,Itainopolis,-7.4469,-41.4778,Brazil,BR,BRA,Piauí,,11109.0,1076648651
Campinorte,Campinorte,-14.3139,-49.1519,Brazil,BR,BRA,Goiás,,11111.0,1076281992
Moita Bonita,Moita Bonita,-10.5778,-37.3428,Brazil,BR,BRA,Sergipe,,11001.0,1076243003
Calçado,Calcado,-8.7419,-36.3339,Brazil,BR,BRA,Pernambuco,,11018.0,1076615496
Parapuã,Parapua,-21.7681,-50.7717,Brazil,BR,BRA,São Paulo,,11098.0,1076691844
Manaíra,Manaira,-7.7058,-38.1539,Brazil,BR,BRA,Paraíba,,11066.0,1076296025
São José do Jacuípe,Sao Jose do Jacuipe,-11.4119,-39.8669,Brazil,BR,BRA,Bahia,,11061.0,1076174569
São Ludgero,Sao Ludgero,-28.3258,-49.1767,Brazil,BR,BRA,Santa Catarina,,10993.0,1076888783
Jandaíra,Jandaira,-11.5639,-37.7839,Brazil,BR,BRA,Bahia,,11063.0,1076091666
Altamira do Maranhão,Altamira do Maranhao,-4.165,-45.47,Brazil,BR,BRA,Maranhão,,11063.0,1076746584
Avelino Lopes,Avelino Lopes,-10.1369,-43.9489,Brazil,BR,BRA,Piauí,,11067.0,1076060321
Nova Ubiratã,Nova Ubirata,-12.9908,-55.255,Brazil,BR,BRA,Mato Grosso,,11074.0,1076543428
Brotas de Macaúbas,Brotas de Macaubas,-11.9989,-42.6258,Brazil,BR,BRA,Bahia,,11070.0,1076204887
Cachoeira de Minas,Cachoeira de Minas,-22.355,-45.7789,Brazil,BR,BRA,Minas Gerais,,11034.0,1076635151
Cidade Gaúcha,Cidade Gaucha,-23.38,-52.945,Brazil,BR,BRA,Paraná,,11062.0,1076061148
Santana do Mundaú,Santana do Mundau,-9.1678,-36.2219,Brazil,BR,BRA,Alagoas,,11009.0,1076092281
Acari,Acari,-6.4358,-36.6389,Brazil,BR,BRA,Rio Grande do Norte,,11035.0,1076782658
Ponte Serrada,Ponte Serrada,-26.8719,-52.0158,Brazil,BR,BRA,Santa Catarina,,11031.0,1076102592
Paranatama,Paranatama,-8.9208,-36.6581,Brazil,BR,BRA,Pernambuco,,11001.0,1076776179
Santa Teresinha (2),Santa Teresinha (2),-7.3778,-37.48,Brazil,BR,BRA,Pernambuco,,10991.0,1076032164
Igarapé Grande,Igarape Grande,-4.585,-44.8528,Brazil,BR,BRA,Maranhão,,11041.0,1076258716
Céu Azul,Ceu Azul,-25.1469,-53.8489,Brazil,BR,BRA,Paraná,,11032.0,1076175311
Botuporã,Botupora,-13.3819,-42.5228,Brazil,BR,BRA,Bahia,,11021.0,1076965505
Vera Cruz,Vera Cruz,-22.22,-49.8189,Brazil,BR,BRA,São Paulo,,10997.0,1076644611
Mulungu,Mulungu,-4.3058,-38.9958,Brazil,BR,BRA,Ceará,,10941.0,1076343616
Bananal,Bananal,-22.6839,-44.3228,Brazil,BR,BRA,São Paulo,,10993.0,1076455705
Rodeio,Rodeio,-26.9228,-49.3658,Brazil,BR,BRA,Santa Catarina,,10922.0,1076298618
Bocaiúva do Sul,Bocaiuva do Sul,-25.2058,-49.115,Brazil,BR,BRA,Paraná,,10987.0,1076459266
Wanderlândia,Wanderlandia,-6.8489,-47.9628,Brazil,BR,BRA,Tocantins,,10981.0,1076857031
General Salgado,General Salgado,-20.6478,-50.3608,Brazil,BR,BRA,São Paulo,,10961.0,1076323931
Palmares do Sul,Palmares do Sul,-30.2578,-50.51,Brazil,BR,BRA,Rio Grande do Sul,,10969.0,1076619064
Capitão de Campos,Capitao de Campos,-4.4569,-41.9439,Brazil,BR,BRA,Piauí,,10953.0,1076683345
Duas Barras,Duas Barras,-22.0508,-42.5219,Brazil,BR,BRA,Rio de Janeiro,,10930.0,1076491298
Carmo da Mata,Carmo da Mata,-20.5578,-44.8708,Brazil,BR,BRA,Minas Gerais,,10927.0,1076608875
Inácio Martins,Inacio Martins,-25.5708,-51.0789,Brazil,BR,BRA,Paraná,,10943.0,1076765627
Jerônimo Monteiro,Jeronimo Monteiro,-20.7889,-41.395,Brazil,BR,BRA,Espírito Santo,,10879.0,1076433510
Cerro Corá,Cerro Cora,-6.0458,-36.3458,Brazil,BR,BRA,Rio Grande do Norte,,10916.0,1076575951
Lagoa do Mato,Lagoa do Mato,-6.0469,-43.5258,Brazil,BR,BRA,Maranhão,,10934.0,1076574192
Seridó,Serido,-6.9339,-36.4019,Brazil,BR,BRA,Paraíba,,10900.0,1076297099
Resende Costa,Resende Costa,-20.9219,-44.2378,Brazil,BR,BRA,Minas Gerais,,10913.0,1076408656
Cacimbinhas,Cacimbinhas,-9.4,-36.99,Brazil,BR,BRA,Alagoas,,10889.0,1076681192
Alto Paraguai,Alto Paraguai,-14.5139,-56.4828,Brazil,BR,BRA,Mato Grosso,,10921.0,1076220577
Pau Brasil,Pau Brasil,-15.4639,-39.6508,Brazil,BR,BRA,Bahia,,10905.0,1076169153
Bueno Brandão,Bueno Brandao,-22.4408,-46.3508,Brazil,BR,BRA,Minas Gerais,,10892.0,1076032928
Itarana,Itarana,-19.8739,-40.875,Brazil,BR,BRA,Espírito Santo,,10881.0,1076953622
São Bento do Sapucaí,Sao Bento do Sapucai,-22.6889,-45.7308,Brazil,BR,BRA,São Paulo,,10864.0,1076414119
Setubinha,Setubinha,-17.6,-42.1589,Brazil,BR,BRA,Minas Gerais,,10885.0,1076403367
Governador Lindenberg,Governador Lindenberg,-19.2519,-40.4608,Brazil,BR,BRA,Espírito Santo,,10869.0,1076956567
Bofete,Bofete,-23.1022,-48.2578,Brazil,BR,BRA,São Paulo,,10879.0,1076000023
Itapebi,Itapebi,-15.9508,-39.5339,Brazil,BR,BRA,Bahia,,10882.0,1076056200
Estiva,Estiva,-22.4628,-46.0169,Brazil,BR,BRA,Minas Gerais,,10845.0,1076192640
Alto Rio Doce,Alto Rio Doce,-21.0258,-43.4108,Brazil,BR,BRA,Minas Gerais,,10859.0,1076504433
Paraúna,Parauna,-16.9478,-50.4489,Brazil,BR,BRA,Goiás,,10863.0,1076649178
Tacima,Tacima,-6.4878,-35.6369,Brazil,BR,BRA,Paraíba,,10822.0,1076807008
Afonso Bezerra,Afonso Bezerra,-5.4978,-36.5058,Brazil,BR,BRA,Rio Grande do Norte,,10844.0,1076653188
Cedro,Cedro,-7.7219,-39.2389,Brazil,BR,BRA,Pernambuco,,10778.0,1076317515
Laranja da Terra,Laranja da Terra,-19.8989,-41.0569,Brazil,BR,BRA,Espírito Santo,,10826.0,1076968120
Amaturá,Amatura,-3.3639,-68.1978,Brazil,BR,BRA,Amazonas,,10847.0,1076997362
São Tomé,Sao Tome,-5.9728,-36.075,Brazil,BR,BRA,Rio Grande do Norte,,10827.0,1076775707
Primeiro de Maio,Primeiro de Maio,-22.8508,-51.0278,Brazil,BR,BRA,Paraná,,10832.0,1076129700
Piraúba,Pirauba,-21.2758,-43.0258,Brazil,BR,BRA,Minas Gerais,,10759.0,1076245527
Nova Floresta,Nova Floresta,-6.455,-36.2028,Brazil,BR,BRA,Paraíba,,10650.0,1076323638
Rincão,Rincao,-21.5869,-48.0708,Brazil,BR,BRA,São Paulo,,10796.0,1076750486
Itapitanga,Itapitanga,-14.4228,-39.565,Brazil,BR,BRA,Bahia,,10800.0,1076215171
Ararendá,Ararenda,-4.7528,-40.8328,Brazil,BR,BRA,Ceará,,10775.0,1076266994
Juripiranga,Juripiranga,-7.3728,-35.2378,Brazil,BR,BRA,Paraíba,,10669.0,1076780471
Guaraci,Guaraci,-20.4986,-48.9447,Brazil,BR,BRA,São Paulo,,10778.0,1076832083
Itatuba,Itatuba,-7.375,-35.6278,Brazil,BR,BRA,Paraíba,,10739.0,1076342881
Jaguari,Jaguari,-29.4969,-54.69,Brazil,BR,BRA,Rio Grande do Sul,,10765.0,1076183625
Joaquim Távora,Joaquim Tavora,-23.4989,-49.905,Brazil,BR,BRA,Paraná,,10736.0,1076518339
Centenário do Sul,Centenario do Sul,-22.8208,-51.595,Brazil,BR,BRA,Paraná,,10764.0,1076604544
Alto Parnaíba,Alto Parnaiba,-9.1108,-45.93,Brazil,BR,BRA,Maranhão,,10766.0,1076860492
Curimatá,Curimata,-10.0358,-44.3058,Brazil,BR,BRA,Piauí,,10761.0,1076271852
Coité do Nóia,Coite do Noia,-9.6319,-36.5789,Brazil,BR,BRA,Alagoas,,10643.0,1076884049
Pintadas,Pintadas,-11.8128,-39.9089,Brazil,BR,BRA,Bahia,,10742.0,1076824576
Goianápolis,Goianapolis,-16.5108,-49.0239,Brazil,BR,BRA,Goiás,,10695.0,1076658634
Seberi,Seberi,-27.4778,-53.4028,Brazil,BR,BRA,Rio Grande do Sul,,10713.0,1076857463
São Luís do Paraitinga,Sao Luis do Paraitinga,-23.2219,-45.31,Brazil,BR,BRA,São Paulo,,10731.0,1076106138
Itabirinha de Mantena,Itabirinha de Mantena,-18.5658,-41.2328,Brazil,BR,BRA,Minas Gerais,,10692.0,1076325783
Presidente Vargas,Presidente Vargas,-3.4069,-44.0239,Brazil,BR,BRA,Maranhão,,10717.0,1076559761
Branquinha,Branquinha,-9.2458,-36.015,Brazil,BR,BRA,Alagoas,,10675.0,1076298127
Urubici,Urubici,-28.015,-49.5919,Brazil,BR,BRA,Santa Catarina,,10699.0,1076702704
Brejolândia,Brejolandia,-12.4828,-43.9658,Brazil,BR,BRA,Bahia,,10698.0,1076943254
Gravatal,Gravatal,-28.3308,-49.035,Brazil,BR,BRA,Santa Catarina,,10635.0,1076028862
Nova Olinda,Nova Olinda,-7.6319,-48.4228,Brazil,BR,BRA,Tocantins,,10686.0,1076539934
Jucati,Jucati,-8.7058,-36.4889,Brazil,BR,BRA,Pernambuco,,10604.0,1076315771
Pirpirituba,Pirpirituba,-6.78,-35.4989,Brazil,BR,BRA,Paraíba,,10555.0,1076458711
Duque Bacelar,Duque Bacelar,-4.1558,-42.9439,Brazil,BR,BRA,Maranhão,,10649.0,1076190731
Itaueira,Itaueira,-7.6028,-43.0258,Brazil,BR,BRA,Piauí,,10678.0,1076966094
Canelinha,Canelinha,-27.265,-48.7678,Brazil,BR,BRA,Santa Catarina,,10603.0,1076425933
Ribeirão Claro,Ribeirao Claro,-23.1939,-49.7578,Brazil,BR,BRA,Paraná,,10645.0,1076614940
Cunha Porã,Cunha Pora,-26.8939,-53.1678,Brazil,BR,BRA,Santa Catarina,,10613.0,1076606926
Faxinal dos Guedes,Faxinal dos Guedes,-26.8528,-52.26,Brazil,BR,BRA,Santa Catarina,,10649.0,1076672125
Cajobi,Cajobi,-20.88,-48.8089,Brazil,BR,BRA,São Paulo,,10596.0,1076127516
Mara Rosa,Mara Rosa,-14.0169,-49.1778,Brazil,BR,BRA,Goiás,,10649.0,1076150786
Gudofredo Viana,Gudofredo Viana,-1.4028,-45.78,Brazil,BR,BRA,Maranhão,,10635.0,1076813399
Cajapió,Cajapio,-2.9667,-44.8,Brazil,BR,BRA,Rio Grande do Norte,,10593.0,1076410776
Santa Teresinha,Santa Teresinha,-12.7719,-39.5228,Brazil,BR,BRA,Bahia,,10586.0,1076693294
Lavínia,Lavinia,-21.1683,-51.0397,Brazil,BR,BRA,São Paulo,,10590.0,1076751331
São Tiago,Sao Tiago,-20.9128,-44.5089,Brazil,BR,BRA,Minas Gerais,,10561.0,1076477896
Bom Jesus da Serra,Bom Jesus da Serra,-14.3719,-40.5039,Brazil,BR,BRA,Bahia,,10554.0,1076590196
Montividiu,Montividiu,-17.4439,-51.175,Brazil,BR,BRA,Goiás,,10572.0,1076252838
Eugenópolis,Eugenopolis,-21.0989,-42.1869,Brazil,BR,BRA,Minas Gerais,,10540.0,1076538883
Santa Maria de Itabira,Santa Maria de Itabira,-19.4489,-43.1128,Brazil,BR,BRA,Minas Gerais,,10552.0,1076857591
Umarizal,Umarizal,-5.9908,-37.8139,Brazil,BR,BRA,Rio Grande do Norte,,10520.0,1076582699
Rialma,Rialma,-15.315,-49.5839,Brazil,BR,BRA,Goiás,,10523.0,1076379241
Serra do Salitre,Serra do Salitre,-19.1108,-46.69,Brazil,BR,BRA,Minas Gerais,,10549.0,1076188853
Paricônia,Pariconia,-9.2539,-38.0058,Brazil,BR,BRA,Alagoas,,10539.0,1076791574
Arceburgo,Arceburgo,-21.3639,-46.94,Brazil,BR,BRA,Minas Gerais,,10478.0,1076719559
Arraias,Arraias,-12.9308,-46.9378,Brazil,BR,BRA,Tocantins,,10534.0,1076635792
Dona Inês,Dona Ines,-6.6178,-35.6319,Brazil,BR,BRA,Paraíba,,10456.0,1076268862
Ibiassucê,Ibiassuce,-14.2589,-42.2569,Brazil,BR,BRA,Bahia,,10502.0,1076462026
Sangão,Sangao,-28.6378,-49.1289,Brazil,BR,BRA,Santa Catarina,,10400.0,1076740744
Maxaranguape,Maxaranguape,-5.5158,-35.2619,Brazil,BR,BRA,Rio Grande do Norte,,10441.0,1076459990
Matias Olímpio,Matias Olimpio,-3.7158,-42.5558,Brazil,BR,BRA,Piauí,,10473.0,1076360856
Congonhal,Congonhal,-22.1528,-46.0389,Brazil,BR,BRA,Minas Gerais,,10468.0,1076374543
Virginópolis,Virginopolis,-18.8228,-42.7039,Brazil,BR,BRA,Minas Gerais,,10484.0,1076474874
Natuba,Natuba,-7.6408,-35.55,Brazil,BR,BRA,Paraíba,,10450.0,1076608325
Nova Europa,Nova Europa,-21.7783,-48.5608,Brazil,BR,BRA,São Paulo,,10439.0,1076407128
Bom Repouso,Bom Repouso,-22.4708,-46.145,Brazil,BR,BRA,Minas Gerais,,10457.0,1076352065
Florestópolis,Florestopolis,-22.8628,-51.3869,Brazil,BR,BRA,Paraná,,10453.0,1076726162
Iramaia,Iramaia,-13.2858,-40.9508,Brazil,BR,BRA,Bahia,,10487.0,1076713749
Luís Alves,Luis Alves,-26.7208,-48.9328,Brazil,BR,BRA,Santa Catarina,,10438.0,1076000985
Bujari,Bujari,-9.8308,-67.9519,Brazil,BR,BRA,Acre,,10420.0,1076224328
Irineópolis,Irineopolis,-26.2389,-50.8,Brazil,BR,BRA,Santa Catarina,,10448.0,1076790066
Àrvorezinha,Arvorezinha,-28.8719,-52.175,Brazil,BR,BRA,Rio Grande do Sul,,10423.0,1076700097
Sucupira do Norte,Sucupira do Norte,-6.4769,-44.1919,Brazil,BR,BRA,Maranhão,,10444.0,1076904924
